mag,longitude,latitude,depth,log_soil_polygon_hectares,month_sin,month_cos,hour_sin,hour_cos,day_of_week_sin,day_of_week_cos,day,tsunami,magtype,aez,soil_series_grouped,soil_desc_grouped,depth_category
5.3,120.604,14.21,148.5,10.384783158852589,-0.4999999999999997,-0.8660254037844388,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,6,0,mb,Highlands,Magallanes,Other,Intermediate
4.2,120.633,13.838,112.9,11.981893965548842,-0.8660254037844385,-0.5000000000000004,0.7071067811865476,0.7071067811865476,-0.7818314824680299,0.6234898018587334,15,0,mb,Uplands,Sibul,Sibul clay,Intermediate
5.1,120.764,17.989,33.0,15.784614769658228,-0.8660254037844385,-0.5000000000000004,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,17,0,mb,Highlands,Mountain soil,Mountain soil (undifferentiated),Shallow
4.7,124.101,6.445,51.1,15.784614769658228,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,25,0,mb,Highlands,Mountain soil,Mountain soil (undifferentiated),Shallow
4.6,124.992,10.152,24.1,11.34544259977119,-1.0,-1.8369701987210297e-16,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,16,0,mb,Lowlands,Other,Other,Shallow
4.8,123.851,12.193,14.6,12.020851944951168,-0.8660254037844386,0.5000000000000001,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,10,0,mb,Uplands,Other,Other,Shallow
4.4,124.367,13.884,53.5,11.209219676110102,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,14,0,mb,Lowlands,Other,Other,Shallow
4.8,126.062,9.151,144.5,11.68946593124052,-0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,20,0,mb,Uplands,Matho,Matho clay,Intermediate
4.2,125.87,9.137,33.0,15.784614769658228,-0.8660254037844386,0.5000000000000001,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,29,0,mb,Highlands,Mountain soil,Mountain soil (undifferentiated),Shallow
4.3,125.461,12.009,110.9,9.586007556617934,-0.5000000000000004,0.8660254037844384,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,12,0,mb,Lowlands,Other,Other,Intermediate
4.8,124.888,11.11,33.0,11.429194573104215,-2.4492935982947064e-16,1.0,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,8,0,mb,Highlands,Other,Other,Shallow
4.6,121.145,15.556,76.2,11.487798607155845,-2.4492935982947064e-16,1.0,0.8660254037844387,-0.4999999999999998,0.0,1.0,13,0,mb,Uplands,Annam,Other,Intermediate
4.5,119.935,15.466,74.5,11.183046067260138,-2.4492935982947064e-16,1.0,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,25,0,mb,Uplands,Other,Other,Intermediate
5.4,120.353,14.92,109.5,15.784614769658228,-2.4492935982947064e-16,1.0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,29,0,mb,Highlands,Mountain soil,Mountain soil (undifferentiated),Intermediate
5.6,124.575,7.405,42.1,15.784614769658228,0.49999999999999994,0.8660254037844387,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,15,0,mb,Highlands,Mountain soil,Mountain soil (undifferentiated),Shallow
4.7,125.74,10.737,33.0,12.826394179590693,0.49999999999999994,0.8660254037844387,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,28,0,mb,Uplands,Bolinao,Bolinao clay,Shallow
4.9,121.321,12.95,33.0,14.498784339188246,0.8660254037844386,0.5000000000000001,0.7071067811865476,-0.7071067811865475,0.43388373911755823,-0.900968867902419,3,0,mb,Highlands,Rough mountain land,Rough mountain land,Shallow
4.6,120.635,17.083,122.8,15.784614769658228,0.8660254037844387,-0.4999999999999998,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,3,0,mb,Highlands,Mountain soil,Mountain soil (undifferentiated),Intermediate
4.8,120.839,18.328,51.6,15.784614769658228,0.8660254037844387,-0.4999999999999998,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,14,0,mb,Highlands,Mountain soil,Mountain soil (undifferentiated),Shallow
4.9,120.85,12.98,67.9,11.737575588450452,0.8660254037844387,-0.4999999999999998,0.0,1.0,-0.9749279121818236,-0.2225209339563146,16,0,mb,Lowlands,Quingua,Other,Shallow
4.6,126.102,9.045,128.8,11.68946593124052,0.8660254037844387,-0.4999999999999998,0.25881904510252074,0.9659258262890683,-0.9749279121818236,-0.2225209339563146,23,0,mb,Uplands,Matho,Matho clay,Intermediate
4.9,122.313,10.955,46.0,10.793277465943925,0.49999999999999994,-0.8660254037844387,-0.25881904510252157,0.9659258262890681,0.9749279121818236,-0.22252093395631434,4,0,mb,Highlands,Alimodian,Other,Shallow
4.9,125.836,9.165,40.1,15.784614769658228,0.49999999999999994,-0.8660254037844387,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,13,0,mb,Highlands,Mountain soil,Mountain soil (undifferentiated),Shallow
4.9,124.237,6.349,69.7,15.784614769658228,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,22,0,mb,Highlands,Mountain soil,Mountain soil (undifferentiated),Shallow
4.9,125.192,6.268,334.8,7.90831118777928,1.2246467991473532e-16,-1.0,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,21,0,mb,Lowlands,Other,Other,Deep
4.2,125.809,9.077,60.8,15.784614769658228,1.2246467991473532e-16,-1.0,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,26,0,mb,Highlands,Mountain soil,Mountain soil (undifferentiated),Shallow
4.8,120.545,13.377,43.7,14.498784339188246,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,7,0,mb,Highlands,Rough mountain land,Rough mountain land,Shallow
4.5,126.325,7.724,106.4,15.784614769658228,-0.8660254037844385,-0.5000000000000004,1.2246467991473532e-16,-1.0,0.0,1.0,15,0,mb,Highlands,Mountain soil,Mountain soil (undifferentiated),Intermediate
6.5,120.86,18.231,28.8,10.924099084835902,-0.8660254037844385,-0.5000000000000004,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,17,0,ms,Highlands,Cervantes,Other,Shallow
4.7,120.883,18.515,33.0,15.784614769658228,-0.8660254037844385,-0.5000000000000004,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,17,0,mb,Highlands,Mountain soil,Mountain soil (undifferentiated),Shallow
4.9,120.832,18.303,33.0,15.784614769658228,-0.8660254037844385,-0.5000000000000004,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,17,0,mb,Highlands,Mountain soil,Mountain soil (undifferentiated),Shallow
4.7,120.961,18.272,52.3,15.784614769658228,-0.8660254037844385,-0.5000000000000004,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,19,0,mb,Highlands,Mountain soil,Mountain soil (undifferentiated),Shallow
4.6,120.764,18.256,33.0,10.924099084835902,-0.8660254037844385,-0.5000000000000004,0.7071067811865476,0.7071067811865476,-0.9749279121818236,-0.2225209339563146,20,0,mb,Highlands,Cervantes,Other,Shallow
5.2,125.973,8.191,43.9,11.164822038711838,-0.8660254037844385,-0.5000000000000004,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,27,0,mb,Lowlands,Other,Other,Shallow
4.3,125.666,8.223,43.6,15.784614769658228,-0.8660254037844385,-0.5000000000000004,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,27,0,mb,Highlands,Mountain soil,Mountain soil (undifferentiated),Shallow
6.0,125.946,8.171,20.5,12.884008925230377,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,28,0,ms,Lowlands,Hydrosol,Hydrosol,Shallow
4.7,125.382,6.13,107.4,15.784614769658228,-0.8660254037844385,-0.5000000000000004,-0.9659258262890684,0.2588190451025203,0.0,1.0,29,0,mb,Highlands,Mountain soil,Mountain soil (undifferentiated),Intermediate
4.1,120.807,18.393,14.9,15.784614769658228,-0.8660254037844385,-0.5000000000000004,-0.25881904510252157,0.9659258262890681,0.0,1.0,29,0,mb,Highlands,Mountain soil,Mountain soil (undifferentiated),Shallow
4.7,120.61,18.34,33.0,11.824429819797086,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,3,0,mb,Lowlands,San Manuel,Other,Shallow
5.2,126.409,7.792,180.5,13.279016894248912,-1.0,-1.8369701987210297e-16,0.0,1.0,-0.7818314824680299,0.6234898018587334,11,0,mb,Highlands,Camansa,Camasan sandy clay loam,Intermediate
5.6,120.766,17.974,33.0,15.784614769658228,-1.0,-1.8369701987210297e-16,0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,17,0,mb,Highlands,Mountain soil,Mountain soil (undifferentiated),Shallow
5.0,120.955,18.366,35.9,15.784614769658228,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,24,0,mb,Highlands,Mountain soil,Mountain soil (undifferentiated),Shallow
4.6,120.884,18.377,33.0,15.784614769658228,-1.0,-1.8369701987210297e-16,0.7071067811865476,0.7071067811865476,-0.9749279121818236,-0.2225209339563146,24,0,mb,Highlands,Mountain soil,Mountain soil (undifferentiated),Shallow
5.0,125.396,11.603,69.1,12.905091106807015,-0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,0.0,1.0,10,0,mb,Highlands,Catbalogan,Catbalogan clay loam,Shallow
4.2,123.128,9.375,160.7,14.498784339188246,-0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,13,0,mb,Highlands,Rough mountain land,Rough mountain land,Intermediate
4.9,122.359,17.066,73.6,15.784614769658228,-0.8660254037844386,0.5000000000000001,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,30,0,mb,Highlands,Mountain soil,Mountain soil (undifferentiated),Intermediate
5.2,126.045,9.821,81.0,12.826394179590693,-0.5000000000000004,0.8660254037844384,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,25,0,mb,Uplands,Bolinao,Bolinao clay,Intermediate
4.7,121.184,12.427,74.0,14.498784339188246,-0.5000000000000004,0.8660254037844384,0.25881904510252074,0.9659258262890683,-0.9749279121818236,-0.2225209339563146,26,0,mb,Highlands,Rough mountain land,Rough mountain land,Intermediate
4.6,122.25,11.261,42.6,15.784614769658228,-2.4492935982947064e-16,1.0,-0.7071067811865477,0.7071067811865474,0.0,1.0,5,0,mb,Highlands,Mountain soil,Mountain soil (undifferentiated),Shallow
5.0,126.05,9.716,43.0,11.002615290314184,-2.4492935982947064e-16,1.0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,16,0,mb,Highlands,Other,Other,Shallow
4.9,120.697,18.195,33.0,10.924099084835902,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,20,0,mb,Highlands,Cervantes,Other,Shallow
5.0,126.064,8.782,175.1,11.68946593124052,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,5,0,mb,Uplands,Matho,Matho clay,Intermediate
4.6,120.69,13.892,163.1,11.981893965548842,0.49999999999999994,0.8660254037844387,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,17,0,mb,Uplands,Sibul,Sibul clay,Intermediate
4.5,126.053,9.906,60.3,15.784614769658228,0.49999999999999994,0.8660254037844387,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,17,0,mb,Highlands,Mountain soil,Mountain soil (undifferentiated),Shallow
4.6,120.761,14.14,168.0,10.384783158852589,0.49999999999999994,0.8660254037844387,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,18,0,mb,Highlands,Magallanes,Other,Intermediate
5.1,126.549,7.626,63.1,12.063087094829552,0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,2,0,mb,Lowlands,San Manuel,San Manuel silty clay loam,Shallow
4.2,120.849,18.184,78.8,10.924099084835902,0.8660254037844386,0.5000000000000001,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,3,0,mb,Highlands,Cervantes,Other,Intermediate
5.2,125.426,5.726,66.9,12.804010321873838,0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,0.0,1.0,13,0,mb,Uplands,Malalag,Malalag loam,Shallow
7.3,123.762,8.147,649.1,12.346957586085031,1.0,6.123233995736766e-17,0.258819045102521,-0.9659258262890682,0.0,1.0,5,0,mw,Uplands,Adtuyon,Other,Deep
5.0,121.448,18.307,105.3,10.243381226836942,0.8660254037844387,-0.4999999999999998,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,6,0,mb,Lowlands,Other,Other,Intermediate
4.9,125.633,9.172,51.3,10.55080659112044,0.8660254037844387,-0.4999999999999998,-0.25881904510252157,0.9659258262890681,0.9749279121818236,-0.22252093395631434,11,0,mb,Uplands,Malalag,Other,Shallow
4.7,123.755,8.209,642.5,12.346957586085031,0.8660254037844387,-0.4999999999999998,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,20,0,mb,Uplands,Adtuyon,Other,Deep
4.9,120.717,17.9,13.3,15.784614769658228,0.49999999999999994,-0.8660254037844387,-0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,26,0,mb,Highlands,Mountain soil,Mountain soil (undifferentiated),Shallow
4.5,124.405,12.241,26.4,11.537523180989771,0.49999999999999994,-0.8660254037844387,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,27,0,mb,Uplands,Other,Other,Shallow
4.4,120.888,15.497,186.7,12.098937705512183,1.2246467991473532e-16,-1.0,-0.25881904510252157,0.9659258262890681,0.0,1.0,4,0,mb,Lowlands,Quingua,Other,Intermediate
4.8,125.646,10.051,150.7,11.002615290314184,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,22,0,mb,Highlands,Other,Other,Intermediate
4.9,124.945,12.23,84.2,13.57646767531825,-0.4999999999999997,-0.8660254037844388,0.0,1.0,-0.9749279121818236,-0.2225209339563146,21,0,mb,Uplands,Faraon,Faraon clay,Intermediate
5.0,120.76,15.791,164.5,10.269567547104142,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,28,0,mb,Highlands,Other,Other,Intermediate
5.6,120.811,18.394,13.1,15.784614769658228,-0.8660254037844385,-0.5000000000000004,0.0,1.0,0.0,1.0,13,0,mw,Highlands,Mountain soil,Mountain soil (undifferentiated),Shallow
4.4,121.169,13.339,57.5,12.805223407316229,-1.0,-1.8369701987210297e-16,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,7,0,mb,Lowlands,San Manuel,San Manuel silt loam,Shallow
4.2,121.755,18.219,37.9,12.086204029009279,-1.0,-1.8369701987210297e-16,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,13,0,mb,Uplands,Alaminos,Other,Shallow
4.9,121.263,13.349,13.2,11.824429819797086,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,13,0,mb,Lowlands,San Manuel,Other,Shallow
5.8,120.923,18.424,46.2,15.784614769658228,-1.0,-1.8369701987210297e-16,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,23,0,mw,Highlands,Mountain soil,Mountain soil (undifferentiated),Shallow
4.9,120.938,18.31,33.0,15.784614769658228,-1.0,-1.8369701987210297e-16,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,29,0,mb,Highlands,Mountain soil,Mountain soil (undifferentiated),Shallow
4.8,119.954,15.446,29.5,9.342709273701162,-0.8660254037844386,0.5000000000000001,0.9659258262890683,0.25881904510252074,-0.9749279121818236,-0.2225209339563146,13,0,mb,Uplands,Other,Other,Shallow
4.8,124.688,12.302,110.1,10.996295822310662,-0.8660254037844386,0.5000000000000001,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,16,0,mb,Highlands,Other,Other,Intermediate
5.5,126.035,8.319,27.6,11.11877118404501,-0.5000000000000004,0.8660254037844384,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,2,0,mw,Uplands,Kidapawan,Other,Shallow
5.7,126.056,8.253,23.9,15.784614769658228,-0.5000000000000004,0.8660254037844384,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,2,0,mw,Highlands,Mountain soil,Mountain soil (undifferentiated),Shallow
4.7,125.195,10.314,33.0,14.498784339188246,-0.5000000000000004,0.8660254037844384,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,8,0,mb,Highlands,Rough mountain land,Rough mountain land,Shallow
5.3,125.224,10.304,33.0,14.498784339188246,-0.5000000000000004,0.8660254037844384,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,9,0,ms,Highlands,Rough mountain land,Rough mountain land,Shallow
5.6,125.191,10.339,32.3,14.498784339188246,-0.5000000000000004,0.8660254037844384,0.9659258262890683,-0.25881904510252063,0.0,1.0,12,0,mw,Highlands,Rough mountain land,Rough mountain land,Shallow
4.7,120.446,13.501,68.7,14.498784339188246,-0.5000000000000004,0.8660254037844384,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,13,0,mb,Highlands,Rough mountain land,Rough mountain land,Shallow
5.5,120.851,17.017,116.1,9.45629429136066,-0.5000000000000004,0.8660254037844384,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,14,0,mw,Highlands,Other,Other,Intermediate
4.8,125.532,8.154,70.6,15.784614769658228,-0.5000000000000004,0.8660254037844384,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,21,0,mb,Highlands,Mountain soil,Mountain soil (undifferentiated),Intermediate
4.8,124.421,7.646,34.2,11.308935818157943,-0.5000000000000004,0.8660254037844384,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,25,0,mb,Uplands,Other,Other,Shallow
5.9,124.388,7.601,11.1,11.308935818157943,-0.5000000000000004,0.8660254037844384,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,28,0,mw,Uplands,Other,Other,Shallow
4.6,124.284,7.34,10.0,10.114700649025753,-0.5000000000000004,0.8660254037844384,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,28,0,mb,Highlands,Other,Other,Shallow
4.8,124.417,7.616,10.0,11.308935818157943,-0.5000000000000004,0.8660254037844384,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,28,0,mb,Uplands,Other,Other,Shallow
5.2,124.531,7.674,33.0,15.784614769658228,-0.5000000000000004,0.8660254037844384,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,28,0,mb,Highlands,Mountain soil,Mountain soil (undifferentiated),Shallow
4.7,124.807,7.733,39.4,11.999075729469858,-0.5000000000000004,0.8660254037844384,0.0,1.0,0.43388373911755823,-0.900968867902419,29,0,mb,Uplands,Kidapawan,Other,Shallow
4.0,121.176,17.163,152.0,15.784614769658228,-2.4492935982947064e-16,1.0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,14,0,mb,Highlands,Mountain soil,Mountain soil (undifferentiated),Intermediate
4.5,124.228,7.133,610.2,13.57646767531825,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,15,0,mb,Uplands,Faraon,Faraon clay,Deep
4.8,125.259,10.315,10.0,11.768960567984484,-2.4492935982947064e-16,1.0,0.25881904510252074,0.9659258262890683,0.0,1.0,17,0,mb,Uplands,Guimbalaon,Other,Shallow
4.7,121.338,17.594,36.8,13.078693964376722,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,22,0,mb,Highlands,Alimodian,Other,Shallow
4.1,124.393,8.36,33.0,15.784614769658228,-2.4492935982947064e-16,1.0,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,23,0,mb,Highlands,Mountain soil,Mountain soil (undifferentiated),Shallow
4.6,125.184,10.295,33.0,14.498784339188246,0.49999999999999994,0.8660254037844387,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,8,0,mb,Highlands,Rough mountain land,Rough mountain land,Shallow
4.7,125.217,10.262,33.0,8.431174647997663,0.49999999999999994,0.8660254037844387,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,27,0,mb,Highlands,Taal,Other,Shallow
5.0,125.693,6.914,61.6,12.826394179590693,0.49999999999999994,0.8660254037844387,-0.25881904510252157,0.9659258262890681,0.0,1.0,28,0,mb,Uplands,Bolinao,Bolinao clay,Shallow
4.7,120.696,13.418,82.4,10.992997336530278,0.8660254037844386,0.5000000000000001,0.0,1.0,-0.9749279121818236,-0.2225209339563146,23,0,mb,Lowlands,Umingan,Other,Intermediate
5.6,125.587,10.378,102.9,10.763350973203309,1.0,6.123233995736766e-17,-0.8660254037844386,0.5000000000000001,0.0,1.0,11,0,mw,Uplands,Bolinao,Other,Intermediate
5.0,123.441,7.914,33.0,15.784614769658228,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,19,0,mb,Highlands,Mountain soil,Mountain soil (undifferentiated),Shallow
4.8,123.461,7.849,10.0,12.191701404435882,1.0,6.123233995736766e-17,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,20,0,mb,Uplands,Adtuyon,Other,Shallow
5.0,124.777,7.12,27.9,9.877373976833189,1.0,6.123233995736766e-17,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,26,0,mb,Lowlands,Other,Other,Shallow
7.0,120.61,15.344,188.4,9.956989375961793,0.8660254037844387,-0.4999999999999998,0.0,1.0,0.9749279121818236,-0.22252093395631434,24,0,mw,Lowlands,Other,Other,Intermediate
6.1,120.815,16.498,33.0,9.06609675190403,0.8660254037844387,-0.4999999999999998,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,24,0,mw,Highlands,Other,Other,Shallow
4.8,121.344,15.478,33.0,13.147721162020192,0.8660254037844387,-0.4999999999999998,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,25,0,mb,Uplands,Annam,Annam clay loam,Shallow
5.1,124.195,9.711,598.3,13.57646767531825,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,27,0,mb,Uplands,Faraon,Faraon clay,Deep
4.9,126.109,7.3,33.0,13.279016894248912,0.8660254037844387,-0.4999999999999998,-0.4999999999999997,-0.8660254037844388,0.0,1.0,29,0,mb,Highlands,Camansa,Camasan sandy clay loam,Shallow
5.4,120.918,16.474,10.0,15.784614769658228,0.49999999999999994,-0.8660254037844387,0.258819045102521,-0.9659258262890682,0.0,1.0,13,0,ms,Highlands,Mountain soil,Mountain soil (undifferentiated),Shallow
4.3,121.015,16.529,10.0,9.838457409884501,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,0.0,1.0,13,0,mb,Uplands,Guimbalaon,Other,Shallow
4.2,120.83,16.57,10.0,9.06609675190403,0.49999999999999994,-0.8660254037844387,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,14,0,mb,Highlands,Other,Other,Shallow
4.4,120.84,16.563,10.0,9.06609675190403,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,15,0,mb,Highlands,Other,Other,Shallow
4.6,120.911,16.664,10.0,15.784614769658228,0.49999999999999994,-0.8660254037844387,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,15,0,mb,Highlands,Mountain soil,Mountain soil (undifferentiated),Shallow
3.8,120.975,16.416,10.0,11.422932709965139,0.49999999999999994,-0.8660254037844387,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,15,0,mb,Uplands,Guimbalaon,Other,Shallow
4.7,120.883,16.417,13.3,15.784614769658228,0.49999999999999994,-0.8660254037844387,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,19,0,mb,Highlands,Mountain soil,Mountain soil (undifferentiated),Shallow
5.0,120.917,16.549,11.8,15.784614769658228,0.49999999999999994,-0.8660254037844387,0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,25,0,mb,Highlands,Mountain soil,Mountain soil (undifferentiated),Shallow
4.2,120.47,16.5,5.0,14.498784339188246,1.2246467991473532e-16,-1.0,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,18,0,mb,Highlands,Rough mountain land,Rough mountain land,Shallow
4.3,121.257,13.278,10.0,11.824429819797086,1.2246467991473532e-16,-1.0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,24,0,mb,Lowlands,San Manuel,Other,Shallow
5.2,125.304,5.995,124.9,15.784614769658228,-0.4999999999999997,-0.8660254037844388,0.258819045102521,-0.9659258262890682,0.0,1.0,8,0,mb,Highlands,Mountain soil,Mountain soil (undifferentiated),Intermediate
5.0,121.353,17.495,146.5,13.078693964376722,-0.4999999999999997,-0.8660254037844388,-0.25881904510252157,0.9659258262890681,0.0,1.0,15,0,mb,Highlands,Alimodian,Other,Intermediate
4.7,120.86,17.835,14.4,15.784614769658228,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,31,0,mb,Highlands,Mountain soil,Mountain soil (undifferentiated),Shallow
4.5,121.42,13.787,33.0,11.063676595706687,-0.8660254037844385,-0.5000000000000004,0.7071067811865476,0.7071067811865476,0.0,1.0,12,0,mb,Uplands,Other,Other,Shallow
4.6,120.834,14.126,243.6,8.297649244012439,-1.0,-1.8369701987210297e-16,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,10,0,mb,Highlands,Other,Other,Intermediate
4.5,122.122,10.925,24.9,11.547899449619377,-0.8660254037844386,0.5000000000000001,0.7071067811865476,0.7071067811865476,0.7818314824680298,0.6234898018587336,8,0,mb,Highlands,Alimodian,Other,Shallow
5.3,125.157,10.46,42.3,14.498784339188246,-0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,20,0,mb,Highlands,Rough mountain land,Rough mountain land,Shallow
4.1,120.86,13.922,205.5,10.622618303685375,-0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,31,0,mb,Highlands,Taal,Taal loam,Intermediate
4.4,120.657,13.782,100.0,11.981893965548842,-0.5000000000000004,0.8660254037844384,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,6,0,mb,Uplands,Sibul,Sibul clay,Intermediate
