mag,longitude,latitude,depth,log_soil_polygon_hectares,month_sin,month_cos,hour_sin,hour_cos,day_of_week_sin,day_of_week_cos,day,tsunami,magtype,aez,soil_series_grouped,soil_desc_grouped,depth_category
5.87,120.075,14.879,35.0,15.784614769658228,-0.4999999999999997,-0.8660254037844388,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,31,0,mw,Highlands,Mountain soil,Mountain soil (undifferentiated),Shallow
5.69,125.905,7.149,15.0,12.063087094829552,-1.0,-1.8369701987210297e-16,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,6,0,mw,Lowlands,San Manuel,San Manuel silty clay loam,Shallow
5.67,125.281,7.591,15.0,15.784614769658228,-0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,31,0,mw,Highlands,Mountain soil,Mountain soil (undifferentiated),Shallow
6.79,124.941,12.086,45.0,13.57646767531825,0.49999999999999994,-0.8660254037844387,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191,24,0,mw,Uplands,Faraon,Faraon clay,Shallow
5.68,124.878,6.138,25.0,15.784614769658228,0.8660254037844387,-0.4999999999999998,0.0,1.0,-0.9749279121818236,-0.2225209339563146,11,0,mw,Highlands,Mountain soil,Mountain soil (undifferentiated),Shallow
5.35,119.868,16.203,25.0,11.183046067260138,0.8660254037844386,0.5000000000000001,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,20,0,mw,Uplands,Other,Other,Shallow
5.44,124.736,7.327,15.0,11.309367540834621,1.0,6.123233995736766e-17,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,26,0,mw,Uplands,Other,Other,Shallow
6.07,123.708,13.203,15.0,9.510014980077981,0.8660254037844386,0.5000000000000001,-0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,5,0,mw,Highlands,Other,Other,Shallow
6.27,121.194,13.7,10.0,10.154857562115698,0.49999999999999994,-0.8660254037844387,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,7,0,mw,Uplands,Ibaan,Other,Shallow
5.84,125.908,8.354,35.0,11.164822038711838,-1.0,-1.8369701987210297e-16,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,1,0,mw,Lowlands,Other,Other,Shallow
5.87,122.952,13.622,15.0,13.57646767531825,-0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,20,0,mw,Uplands,Faraon,Faraon clay,Shallow
